11/10/2021 00:00:00;127,216;0,000
11/10/2021 00:05:00;127,216;0,000
11/10/2021 00:10:00;127,216;0,000
11/10/2021 00:15:00;127,216;0,000
11/10/2021 00:20:00;127,216;0,000
11/10/2021 00:25:00;127,216;0,000
11/10/2021 00:30:00;127,216;0,000
11/10/2021 00:35:00;127,216;0,000
11/10/2021 00:40:00;127,216;0,000
11/10/2021 00:45:00;127,216;0,000
11/10/2021 00:50:00;127,216;0,000
11/10/2021 00:55:00;127,216;0,000
11/10/2021 01:00:00;127,216;0,000
11/10/2021 01:05:00;127,216;0,000
11/10/2021 01:10:00;127,216;0,000
11/10/2021 01:15:00;127,216;0,000
11/10/2021 01:20:00;127,216;0,000
11/10/2021 01:25:00;127,216;0,000
11/10/2021 01:30:00;127,216;0,000
11/10/2021 01:35:00;127,216;0,000
11/10/2021 01:40:00;127,216;0,000
11/10/2021 01:45:00;127,216;0,000
11/10/2021 01:50:00;127,216;0,000
11/10/2021 01:55:00;127,216;0,000
11/10/2021 02:00:00;127,216;0,000
11/10/2021 02:05:00;127,216;0,000
11/10/2021 02:10:00;127,216;0,000
11/10/2021 02:15:00;127,216;0,000
11/10/2021 02:20:00;127,216;0,000
11/10/2021 02:25:00;127,216;0,000
11/10/2021 02:30:00;127,216;0,000
11/10/2021 02:35:00;127,216;0,000
11/10/2021 02:40:00;127,216;0,000
11/10/2021 02:45:00;127,216;0,000
11/10/2021 02:50:00;127,216;0,000
11/10/2021 02:55:00;127,216;0,000
11/10/2021 03:00:00;127,216;0,000
11/10/2021 03:05:00;127,216;0,000
11/10/2021 03:10:00;127,216;0,000
11/10/2021 03:15:00;127,216;0,000
11/10/2021 03:20:00;127,216;0,000
11/10/2021 03:25:00;127,216;0,000
11/10/2021 03:30:00;127,216;0,000
11/10/2021 03:35:00;127,216;0,000
11/10/2021 03:40:00;127,216;0,000
11/10/2021 03:45:00;127,216;0,000
11/10/2021 03:50:00;127,216;0,000
11/10/2021 03:55:00;127,216;0,000
11/10/2021 04:00:00;127,216;0,000
11/10/2021 04:05:00;127,216;0,000
11/10/2021 04:10:00;127,216;0,000
11/10/2021 04:15:00;127,216;0,000
11/10/2021 04:20:00;127,216;0,000
11/10/2021 04:25:00;127,216;0,000
11/10/2021 04:30:00;127,216;0,000
11/10/2021 04:35:00;127,216;0,000
11/10/2021 04:40:00;127,216;0,000
11/10/2021 04:45:00;127,216;0,000
11/10/2021 04:50:00;127,216;0,000
11/10/2021 04:55:00;127,216;0,000
11/10/2021 05:00:00;127,216;0,000
11/10/2021 05:05:00;127,216;0,000
11/10/2021 05:10:00;127,216;0,000
11/10/2021 05:15:00;127,216;0,000
11/10/2021 05:20:00;127,216;0,000
11/10/2021 05:25:00;127,216;0,000
11/10/2021 05:30:00;127,216;0,000
11/10/2021 05:35:00;127,216;0,000
11/10/2021 05:40:00;127,216;0,000
11/10/2021 05:45:00;127,216;0,000
11/10/2021 05:50:00;127,216;0,000
11/10/2021 05:55:00;127,216;0,000
11/10/2021 06:00:00;127,216;0,000
11/10/2021 06:05:00;127,216;0,000
11/10/2021 06:10:00;127,216;0,000
11/10/2021 06:15:00;127,216;0,000
11/10/2021 06:20:00;127,216;0,000
11/10/2021 06:25:00;127,216;0,000
11/10/2021 06:30:00;127,216;0,000
11/10/2021 06:35:00;127,216;0,000
11/10/2021 06:40:00;127,216;0,000
11/10/2021 06:45:00;127,216;0,000
11/10/2021 06:50:00;127,216;0,000
11/10/2021 06:55:00;127,216;0,000
11/10/2021 07:00:00;127,216;0,000
11/10/2021 07:05:00;127,216;0,000
11/10/2021 07:10:00;127,216;0,000
11/10/2021 07:15:00;127,216;0,000
11/10/2021 07:20:00;127,216;0,000
11/10/2021 07:25:00;127,216;0,000
11/10/2021 07:30:00;127,216;0,000
11/10/2021 07:35:00;127,216;0,000
11/10/2021 07:40:00;127,216;0,000
11/10/2021 07:45:00;127,216;0,000
11/10/2021 07:50:00;127,216;0,000
11/10/2021 07:55:00;127,216;0,000
11/10/2021 08:00:00;127,216;0,000
11/10/2021 08:05:00;127,216;0,000
11/10/2021 08:10:00;127,216;0,000
11/10/2021 08:15:00;127,216;0,000
11/10/2021 08:20:00;127,216;0,000
11/10/2021 08:25:00;127,216;0,000
11/10/2021 08:30:00;127,216;0,000
11/10/2021 08:35:00;127,216;0,000
11/10/2021 08:40:00;127,216;0,000
11/10/2021 08:45:00;127,217;0,012
11/10/2021 08:50:00;127,223;0,072
11/10/2021 08:55:00;127,230;0,084
11/10/2021 09:00:00;127,238;0,096
11/10/2021 09:05:00;127,247;0,108
11/10/2021 09:10:00;127,258;0,132
11/10/2021 09:15:00;127,267;0,108
11/10/2021 09:20:00;127,277;0,120
11/10/2021 09:25:00;127,289;0,144
11/10/2021 09:30:00;127,303;0,168
11/10/2021 09:35:00;127,319;0,192
11/10/2021 09:40:00;127,334;0,180
11/10/2021 09:45:00;127,351;0,204
11/10/2021 09:50:00;127,368;0,204
11/10/2021 09:55:00;127,384;0,192
11/10/2021 10:00:00;127,403;0,228
11/10/2021 10:05:00;127,427;0,288
11/10/2021 10:10:00;127,451;0,288
11/10/2021 10:15:00;127,488;0,444
11/10/2021 10:20:00;127,536;0,576
11/10/2021 10:25:00;127,577;0,492
11/10/2021 10:30:00;127,623;0,552
11/10/2021 10:35:00;127,669;0,552
11/10/2021 10:40:00;127,707;0,456
11/10/2021 10:45:00;127,744;0,444
11/10/2021 10:50:00;127,776;0,384
11/10/2021 10:55:00;127,810;0,408
11/10/2021 11:00:00;127,853;0,516
11/10/2021 11:05:00;127,906;0,636
11/10/2021 11:10:00;127,960;0,648
11/10/2021 11:15:00;128,001;0,492
11/10/2021 11:20:00;128,044;0,516
11/10/2021 11:25:00;128,087;0,516
11/10/2021 11:30:00;128,118;0,372
11/10/2021 11:35:00;128,161;0,516
11/10/2021 11:40:00;128,210;0,588
11/10/2021 11:45:00;128,265;0,660
11/10/2021 11:50:00;128,328;0,756
11/10/2021 11:55:00;128,397;0,828
11/10/2021 12:00:00;128,463;0,792
11/10/2021 12:05:00;128,528;0,780
11/10/2021 12:10:00;128,592;0,768
11/10/2021 12:15:00;128,660;0,816
11/10/2021 12:20:00;128,744;1,008
11/10/2021 12:25:00;128,812;0,816
11/10/2021 12:30:00;128,887;0,900
11/10/2021 12:35:00;128,962;0,900
11/10/2021 12:40:00;129,050;1,056
11/10/2021 12:45:00;129,139;1,068
11/10/2021 12:50:00;129,184;0,540
11/10/2021 12:55:00;129,236;0,624
11/10/2021 13:00:00;129,386;1,800
11/10/2021 13:05:00;129,455;0,828
11/10/2021 13:10:00;129,499;0,528
11/10/2021 13:15:00;129,600;1,212
11/10/2021 13:20:00;129,726;1,512
11/10/2021 13:25:00;129,813;1,044
11/10/2021 13:30:00;129,967;1,848
11/10/2021 13:35:00;130,109;1,704
11/10/2021 13:40:00;130,201;1,104
11/10/2021 13:45:00;130,277;0,912
11/10/2021 13:50:00;130,367;1,080
11/10/2021 13:55:00;130,427;0,720
11/10/2021 14:00:00;130,476;0,588
11/10/2021 14:05:00;130,533;0,684
11/10/2021 14:10:00;130,575;0,504
11/10/2021 14:15:00;130,607;0,384
11/10/2021 14:20:00;130,654;0,564
11/10/2021 14:25:00;130,705;0,612
11/10/2021 14:30:00;130,770;0,780
11/10/2021 14:35:00;130,852;0,984
11/10/2021 14:40:00;130,924;0,864
11/10/2021 14:45:00;130,948;0,288
11/10/2021 14:50:00;130,960;0,144
11/10/2021 14:55:00;130,975;0,180
11/10/2021 15:00:00;131,017;0,504
11/10/2021 15:05:00;131,078;0,732
11/10/2021 15:10:00;131,138;0,720
11/10/2021 15:15:00;131,205;0,804
11/10/2021 15:20:00;131,289;1,008
11/10/2021 15:25:00;131,380;1,092
11/10/2021 15:30:00;131,467;1,044
11/10/2021 15:35:00;131,561;1,128
11/10/2021 15:40:00;131,682;1,452
11/10/2021 15:45:00;131,785;1,236
11/10/2021 15:50:00;131,901;1,392
